Make,Model,Year,Style,Distance,Engine_capacity(cm3),Fuel_type,Transmission,Price(euro),km_year
Volkswagen,Passat,-1.9958989774919593,Universal,0.6588724480046367,,Petrol,Manual,-1.0201226491893622,-0.35719090272521925
KIA,Magentis,-0.5164491886657425,Sedan,0.6601266556802573,,Metan/Propan,Manual,-1.0244760696375754,0.23713400776480578
Seat,Inca,-1.5512868106991526,Combi,0.8749117270404734,,Diesel,Manual,-1.7495155297164087,0.025585099780192515
Skoda,Fabia,0.5147818224416055,Minivan,0.16435057700750894,,Diesel,Manual,-0.2739517130659638,0.3853247593500941
Mitsubishi,Outlander,0.3676829671490637,SUV,0.6475152925505704,,Petrol,Automatic,0.504255219240047,0.7815820730903917
Ford,Focus,1.1024470430775788,Universal,0.19639838231905773,,Diesel,Manual,0.37800496431954284,1.0744746600652737
Renault,Megane,-0.07405288199173347,Universal,0.632976378982581,,Diesel,Manual,-0.6826009624238295,0.45686673729181504
Honda,Civic,-1.4032310951622728,Universal,0.8344129564840526,,Petrol,Manual,-1.495832748351606,0.03668278651662409
Hyundai,Tucson,0.8087603278232458,Crossover,-0.2196885575761617,,Metan/Propan,Automatic,0.7299546698150576,0.2592802787862561
Renault,Clio Symbol,-0.22144483588723396,Sedan,0.45450314860665547,,Petrol,Manual,-0.9362837437886309,0.176936156926904
Audi,A4,0.5147818224416055,Sedan,0.17298107320491657,,Petrol,Automatic,0.5392800728618119,0.3945850631635996
Audi,A3 e-tron,1.1024470430775788,Hatchback,0.006379806383022282,,Electric,Automatic,1.1000183785551638,0.8705895411649383
Lexus,CT Series,0.8087603278232458,Sedan,-0.678937621204061,,Hybrid,Automatic,0.7731464968170796,-0.23348233392883583
Toyota,Auris,0.6618075851320404,Universal,-0.011340418812166079,,Diesel,Manual,0.3526581413013919,0.3318612260511226
Vaz,2107,-0.22144483588723396,Sedan,-0.07135515663527174,,Petrol,Manual,-1.7097406879682744,-0.38729648486002355
Renault,Grand Scenic,0.6618075851320404,Minivan,0.2712980802926962,,Diesel,Automatic,0.09757946986752304,0.635125176493556
Skoda,Octavia,0.8087603278232458,Universal,0.08604927696514715,,Petrol,Automatic,0.4803106031600843,0.5873292310569506
Skoda,Octavia,0.9556401230095616,Sedan,0.15347402855499578,,Diesel,Automatic,0.8010822324073896,0.8308314572240905
Volkswagen,Scirocco,0.2205109465437882,Coupe,0.05156018471371288,,Petrol,Manual,0.2540979058029876,0.030608346339113298
Ford,Focus,0.9556401230095616,Universal,0.06680462529208242,,Diesel,Automatic,0.4309034939633195,0.7378373828172337
Opel,Astra,-0.22144483588723396,Universal,0.3292684503151612,,Diesel,Manual,-0.4210595530659357,0.042562497794735324
Toyota,Avensis,0.8087603278232458,Universal,0.1607360528600945,,Diesel,Manual,1.0377723531881107,0.6674662498121589
BMW,7 Series,-0.3689102470265021,Sedan,0.7039635566299997,,Diesel,Automatic,0.6278689663889124,0.36187700528874345
Toyota,Auris,0.3676829671490637,Hatchback,0.2795262732325392,,Hybrid,Automatic,0.2832150663848579,0.3867391763468071
Fiat,Grande Punto,-0.07405288199173347,Hatchback,0.2974105805027552,,Diesel,Automatic,-0.6826009624238295,0.09681313524305342
Chevrolet,Aveo,0.5147818224416055,Hatchback,0.31025585823970914,,Diesel,Manual,-0.3950121502524549,0.5418774304017253
Renault,Megane,-0.5164491886657425,Sedan,0.3292684503151612,,Diesel,Manual,-0.8207893748205397,-0.11786846611291768
Suzuki,Grand Vitara,-0.5164491886657425,SUV,1.2185765349783895,,Petrol,Automatic,-0.1853628195388653,0.8363365829851614
Volkswagen,Golf,0.2205109465437882,Hatchback,0.5341634875278323,,Petrol,Automatic,0.47424730561023837,0.5484294661493841
Daewoo,Kalos,-0.811747957015062,Hatchback,0.5044008607980084,,Petrol,Manual,-1.3722190012027418,-0.07252204310942441
Nissan,Almera,-0.811747957015062,Hatchback,-0.5633533655140777,,Petrol,Manual,-2.1854507871305193,-1.2181952822418856
Renault,Grand Scenic,0.6618075851320404,Minivan,0.1607360528600945,,Diesel,Manual,0.1785250434328577,0.5164949215412891
Honda,Clarity,1.3958425468655484,Hatchback,-1.6579536501307128,,Plug-in Hybrid,Automatic,1.2377470707917613,-0.3954831385851085
Toyota,Verso,0.9556401230095616,Minivan,-0.4138335601344631,,Petrol,Automatic,0.777848889743967,0.2221247841883502
BMW,5 Series,-0.6640617341702229,Sedan,-4.667332214991997,,Petrol,Manual,-0.06388418756461027,-5.552358633597019
Mitsubishi,Outlander,-0.811747957015062,Crossover,0.43950234339892374,,Petrol,Manual,-0.3950121502524549,-0.14215650843044642
Volkswagen,Touran,0.3676829671490637,Minivan,0.18226094726916087,,Petrol,Manual,0.2540979058029876,0.28237594527197357
Toyota,Prius Prime,1.542431274821514,Hatchback,-4.844222650244428,,Plug-in Hybrid,Automatic,1.2690371397326035,-3.445525434994325
Volkswagen,Transporter,-0.6640617341702229,Microvan,0.3292684503151612,,Diesel,Manual,-0.02603427728134239,-0.19113268121132826
Skoda,Octavia,0.3676829671490637,Universal,0.44882808178476785,,Petrol,Manual,-0.0075575888927640195,0.56839572859006
Lincoln,MKZ,0.8087603278232458,Sedan,0.12397625036175214,,Hybrid,Automatic,0.7493475983631674,0.6280239128395342
Renault,Scenic,-0.6640617341702229,Universal,0.26467978458695257,,Diesel,Manual,-0.7846866658499747,-0.2604346835378917
Toyota,Land Cruiser Prado,-0.22144483588723396,Crossover,0.40243004334178434,,Metan/Propan,Automatic,0.9600455620659639,0.12106303396438163
Volkswagen,Polo,1.249181160305614,Hatchback,0.19639838231905773,,Diesel,Manual,0.2832150663848579,1.3081698390713372
